2019,6141,0.034081111,41.46625767,47020,6759,10770,146418,30539
2020,6141,0,0,38185,0,38185,0,0
2020,6141,0.016382135,19.47204969,38185,3135,6472,116992,52668
2010,6321,0,0,20758,0,20758,0,0
2010,6321,0.023198963,35.51515152,20732,2344,3794,1399,4714
2011,6321,0,0,22200,0,22200,0,0
2011,6321,0.016771703,29.75757576,22171,1964,3247,1482,5040
2012,6321,0,0,25411,0,25411,0,0
2012,6321,0.021862175,42.7761194,25364,2866,4623,1818,9793
2013,6321,0,0,24017,0,24017,0,0
2013,6321,0.026033123,47.13432836,23939,3158,5165,2575,7923
2014,6321,0,0,22808,0,22808,0,0
2014,6321,0.024639508,44.04477612,22728,2951,4855,2442,5422
2015,6321,0,0,20967,0,20967,0,0
2015,6321,0.021412389,37.80597015,20904,2533,4457,2396,5114
2016,6321,0,0,22666,0,22666,0,0
2016,6321,0.020482364,39.68656716,22374,2659,4335,3641,7348
2017,6321,0,0,21781,0,21781,0,0
2017,6321,0.033552694,68.71641791,21700,4604,4396,5716,4765
2018,6321,0,0,21906,0,21906,0,0
2018,6321,0.020796832,21.62962963,21768,2920,4338,9716,5530
2019,6321,0,0,22484,0,22484,0,0
2019,6321,0.021627566,24.47407407,22369,3304,4775,12389,6401
2020,6321,0,0,22359,0,22359,0,0
2020,6321,0.028942491,35.39259259,22715,4778,5076,13390,7405
2010,6331,0,0,77464,0,77464,0,0
2010,6331,0.011392318,4.436467236,76791,7786,11732,69424,117077
2011,6331,0,0,64520,0,64520,0,0
2011,6331,0.032023866,3.734368443,64353,17798,7491,64518,61624
2012,6331,0,0,66260,0,66260,0,0
2012,6331,0.006266484,0.721359631,65890,3438,17240,62120,69084
2013,6331,0,0,68026,0,68026,0,0
2013,6331,0.01678277,1.906210659,67375,9085,15884,60438,35401
2014,6331,0,0,64116,0,64116,0,0
2014,6331,0.014602943,1.579731431,63004,7529,15350,61692,25001
2015,6331,0,0,58750,0,58750,0,0
2015,6331,0.004419018,0.460763743,57817,2196,9765,64052,21208
2016,6331,0,0,53321,0,53321,0,0
2016,6331,-0.001703916,-0.178136802,53549,-849,6828,68101,22357
2017,6331,0,0,50081,0,50081,0,0
2017,6331,-0.012209488,-1.276542174,49004,-6084,6392,82651,21136
2018,6331,0,0,47909,0,47909,0,0
2018,6331,-1.21955E-05,-0.001258917,47560,-6,7587,94707,22564
2019,6331,0,0,49987,0,49987,0,0
2019,6331,0.006376366,0.702475871,49310,3348,11623,97569,26770
2020,6331,0,0,44379,0,44379,0,0
2020,6331,-0.010135026,-1.247167436,43358,-5944,6985,132707,31987
2010,3823,0.074348866,168.9066032,2470.952,283.932,851.536,399.913,168.853
2011,3823,0.089006804,227.2245863,2989.914,384.464,1071.794,438.245,174.955
2012,3823,0.088463785,178.9988304,3334.213,459.132,1231.875,507.85,157.984
2013,3823,0.087956383,200.3095699,3594.136,516.999,1331.913,536.701,295.203
2014,3823,0.09102373,225.7473928,4021.964,584.46,1499.807,585.462,377.615
2015,3823,0.088657265,226.556365,3974.295,590.859,1541.568,603.295,381.005
2016,3823,0.072128082,195.8539197,3840.087,512.158,1468.539,592.326,717.259
2017,3823,0.087412058,259.0155834,4300.17,681.47,1648.752,668.176,646.3
2018,3823,0.089806873,294.6715909,4845.872,777.933,1859.052,791.105,353.975
2019,3823,0.087489648,323.552592,5158.557,861.297,2021.702,817.799,393.03
2020,3823,0.084232723,326.0235426,4540.029,872.439,1842.517,666.443,1212.822
2010,2836,0.10640206,49645.92275,15053,4627,13556,2335,17422
2011,2836,0.075361666,46268.84422,15582,3683,13943,2896,20641
2012,2836,0.080021364,57473.54497,17265,4345,15150,2518,24061
2013,2836,0.076839319,67298.01325,18676,5081,16616,2719,19401
2014,2836,0.074743874,67868.42105,20063,5158,17936,2568,27026
2015,2836,0.096945904,92520,21662,6939,19595,2995,31382
2016,2836,0.099476979,104351.3514,22991,7722,20935,3165,38085
2017,2836,0.024751732,27486.11111,22849,1979,20881,3237,41678
2018,2836,0.126385208,133238.0952,23747,8394,21593,3580,29304
2019,2836,0.131341384,132915.2542,23362,7842,21041,4652,8911
2020,2836,0.115396835,125241.3793,25424,7264,22705,5324,10647
2010,3674,0.16449799,14.30548245,2761.503,712.084,1920.333,387.169,2687.768
2011,3674,0.164352783,17.46630152,2993.32,867.394,2104.76,348.416,3592.462
2012,3674,0.115871137,12.96430633,2701.142,651.236,1850.834,339.881,3900.378
2013,3674,0.105533278,12.99114617,2633.689,673.487,1802.827,325.144,4682.912
2014,3674,0.091741755,12.1328732,2864.773,629.32,1946.138,396.605,2866.468
2015,3674,0.09867749,13.39866567,3435.092,696.878,2393.184,466.527,3028.928
2016,3674,0.108109654,16.77596714,3421.409,861.664,2366.84,477.609,4055.793
2017,3674,0.034399928,11.83670513,5107.503,727.259,3707.022,688.953,1047.838
2018,3674,0.073127049,24.23950465,6200.942,1495.432,4603.463,639.717,816.591
2019,3674,0.063714013,22.20430072,5991.065,1363.011,4395.96,635.136,648.322
2020,3674,0.056862619,19.82334124,5603.056,1220.761,4071.946,737.536,1055.86
2021,3674,0.026574292,15.88073646,7318.286,1390.422,5062.835,1459.056,1977.964
2010,1311,0.069821531,12.63333333,12183,3032,9283,2134,134
2011,1311,0.088067472,19.02074689,16810,4584,12901,3079,295
2012,1311,0.032945322,8.167346939,16947,2001,10888,3086,160
2013,1311,0.036212016,8.752941176,16402,2232,11041,2952,1906
2014,1311,-0.096564913,-21.10546875,13749,-5403,5318,2024,769
2015,1311,-1.226992888,-89.95719844,6383,-23119,-21536,1253,1467
2016,1311,-0.062391758,-5.445736434,5367,-1405,3065,1128,1377
2017,1311,0.059483624,5.034749035,5752,1304,4022,1345,1668
2018,1311,0.001853396,0.153846154,7331,40,4941,1194,714
2019,1311,-0.196222455,-13.61302682,6280,-3553,1520,1062,247
2020,1311,-0.381296093,-18.54961832,4212,-4860,-2070,908,262
2010,3663,0.18638522,1.313554556,65225,14013,26616,9924,25620
2011,3663,0.222753091,1.944490286,108249,25922,45640,11717,25952
2012,3663,0.237033124,2.54128608,156508,41733,71867,18692,29129
2013,3663,0.178922705,1.873962761,170910,37037,71061,20641,40546
2014,3663,0.17041999,669661.0169,182795,39510,78483,27219,25077
2015,3663,0.183813632,953464.2857,233715,53394,104126,30343,41601
2016,3663,0.142023588,862018.8679,215091,45687,93515,29299,67155
2017,3663,0.128826412,948058.8235,229234,48351,97586,35673,74181
2018,3663,0.162775309,1240229.167,265359,59531,112506,48995,66301
2019,3663,0.163230098,1255818.182,260174,55256,110939,45804,100580
2020,3663,0.177255718,337711.7647,274515,57411,116012,37445,90979
2021,3663,0.269742053,591750,365817,94680,164120,51506,62639
2010,3559,0.085701949,70.62243976,9548.667,937.866,4019.517,1831.863,2584.582
2011,3559,0.138951014,148.1538462,10517,1926,4590,1532,6243
2012,3559,0.009006776,9.083333333,8719,109,3785,1307,1937
2013,3559,0.021257162,21.33333333,7509,256,3375,1640,1891
2014,3559,0.0813724,89.33333333,9072,1072,4194,1670,3162
2015,3559,0.089952966,125.1818182,9659,1377,4333,1739,4965
2016,3559,0.117973677,156.4545455,10825,1721,4876,2279,3749
2017,3559,0.176837118,312.1818182,14537,3434,6919,2338,7276
2018,3559,0.186406347,331.3,17253,3313,8255,2565,4030
2019,3559,0.142241379,300.6666667,14608,2706,6749,2641,3618
2020,3559,0.161902206,402.1111111,17202,3619,8072,3111,5738
2021,3559,0.227996128,654.2222222,23063,5888,11300,5154,5459
2010,2070,0.06117662,0.322257472,61682,1930,4700,6122,3777
2011,2070,0.04825445,0.263185109,80676,2036,5127,9816,4750
2012,2070,0.029432291,0.158789925,89038,1223,4461,3439,4730
2013,2070,0.030672884,0.173474664,89804,1342,4738,5098,7515
2014,2070,0.051059577,0.287651951,81201,2248,5645,4638,6491
2015,2070,0.046044276,0.23464467,67702,1849,4894,4660,6562
2016,2070,0.032160728,0.163408713,62346,1279,4584,4405,5926
2017,2070,0.039911919,0.201949861,60828,1595,4430,3762,5630
2018,2070,0.044326892,0.230279898,64341,1810,5122,3844,6509
2019,2070,0.031343046,0.171198014,64656,1379,5139,4665,5310
2020,2070,0.035640298,0.220837488,64355,1772,5338,4883,6556
2009,7370,0.023700556,25.3385758,1713.7,58,1633.4,277.4,1000.6
2010,7370,0.076051083,93.39207048,1951.8,212,1860.6,318.4,1274.3
2011,7370,0.088388376,126.2948207,2215.6,285.3,2102,395.1,1411.3
2012,7370,0.057422709,110.6440072,2312.2,247.4,2201.3,495.1,1954.3
2013,7370,0.049793254,100.9263344,2273.9,228.8,2127.5,423.7,2267.1
2014,7370,0.016646994,36.03524229,2512.2,81.8,2275.3,458.9,2026.4
2015,7370,-0.059924211,-147.2816399,2504.1,-330.5,2243.4,653.6,2250.9
2016,7370,-0.121318855,-264.2305946,2031,-582.1,1802.6,452.3,1899.9
2017,7370,-0.137811163,-259.6885021,2056.6,-566.9,1837.2,438.2,1323.2
2018,7370,-0.017085342,-36.82771194,2569.8,-80.8,2358.6,474.3,953.6
2019,7370,0.03471267,97.76663628,3274.3,214.5,3035.7,652.3,1843.7
2020,7370,0.165966098,550.1821494,3790.4,1208.2,3537.8,643.1,1857.2
2010,7374,0.045096828,18.95774648,8927.7,1211.4,4198,1127.7,1671.2
2011,7374,0.036631492,19.62754304,9879.5,1254.2,4466.2,1364.8,1425.7
2012,7374,0.045058493,21.72926448,10665.2,1388.5,4748.5,1399.3,1578.5
2013,7374,0.043566247,22,11310.1,1405.8,4977.5,1598.3,1727.1
2014,7374,0.047295463,23.72300469,12206.5,1515.9,5321.3,1800.4,4015.8
2015,7374,0.043868259,22.73082942,10938.5,1452.5,4788.8,1546.9,1665.9
2016,7374,0.03417678,23.35680751,11667.8,1492.5,5116.1,1742.8,3214.6
2017,7374,0.04662184,27.12676056,12379.8,1733.4,5426.1,1703.6,2783.6
2018,7374,0.043700642,25.36463224,13325.8,1620.8,5860.8,1984.2,2173.3
2019,7374,0.054736832,35.88106416,14175.2,2292.8,6497.6,2439.3,1959.7
2020,7374,0.062976344,38.59937402,14589.8,2466.5,6675.1,2441.3,1908.5
2021,7374,0.053277974,40.66510172,15005.4,2598.5,6875.8,2727.4,2585.6
2010,2670,0.062144566,2.553585818,6512.7,316.9,2031.8,996.1,127.5
2011,2670,0.038228729,1.53182917,6026.3,190.1,1752.3,877.1,178
2012,2670,0.042191448,1.735697019,6035.6,215.4,1788.3,972.8,253.1
2013,2670,0.046805188,1.738920226,6140,215.8,1837.1,1016.5,369
2014,2670,0.057084537,2.005640612,6330.3,248.9,1847.5,958.1,244.1
2015,2670,0.066357017,2.210314263,5966.9,274.3,1829.1,995.6,176.4
2016,2670,0.072946047,2.584206285,6086.5,320.7,1875,1031.3,227
2017,2670,0.054857988,2.270749396,6613.8,281.8,1986.7,1209.2,265.1
2018,2670,0.090275229,3.766317486,7159,467.4,2092.4,1216.7,281.1
2019,2670,0.055312637,2.446414182,7070.1,303.6,2078.7,1212.2,305.2
2020,2670,0.091372311,4.479452055,6971.5,555.9,2126.4,1235.2,297.7
2010,3411,0.067554888,0.523841504,7630,468,1375.9,849.7,152
2011,3411,0.060950498,0.471487735,8630.9,444,1549.7,910.4,165.8
2012,3411,0.053749118,0.393159895,8735.7,403.5,1561.7,930.1,174.1
2013,3411,0.052021791,0.377225519,8468.1,406.8,1592.7,859.4,416
2014,3411,0.062078986,0.415451251,8570,470,1666.5,957.1,191.4
2015,3411,0.028730694,0.292086929,7997,280.9,1536.7,885.4,224
2016,3411,0.016261671,0.253371869,9061,263,1849,1491,597
2017,3411,0.021783447,0.34501845,10983,374,2266,1634,458
2018,3411,0.027425396,0.392394123,11635,454,2306,1802,728
2019,3411,0.032603687,0.480475382,11474,566,2271,1631,1806
2020,3411,0.032051282,0.501285347,11781,585,2458,1738,1381
2010,6020,0,0,13597,0,13597,0,0
2010,6020,0.010183654,209.8333333,14483,2518,13864,37310,77593
2011,6020,0,0,14388,0,14388,0,0
2011,6020,0.007735207,209.6666667,15236,2516,14631,43585,135249
2012,6020,0,0,14397,0,14397,0,0
2012,6020,0.006810775,188.0769231,15089,2445,14635,46363,145340
2013,6020,0,0,14652,0,14652,0,0
2013,6020,0.00563971,162.3846154,15326,2111,15018,51447,155280
2014,6020,0,0,14640,0,14640,0,0
2014,6020,0.006662289,197.4615385,15210,2567,14904,58941,143449
2015,6020,0,0,14726,0,14726,0,0
2015,6020,0.008019706,242.9230769,15494,3158,15034,63546,159259
2016,6020,0,0,14973,0,14973,0,0
2016,6020,0.010636671,272.8461538,15674,3547,15248,64289,103750
2017,6020,0,0,15949,0,15949,0,0
2017,6020,0.011001781,292.1428571,16617,4090,15567,61381,137006
2018,6020,0,0,18481,0,18481,0,0
2018,6020,0.011756179,304.7142857,19213,4266,16403,56418,134795
2019,6020,0,0,19353,0,19353,0,0
2019,6020,0.011640647,317.2142857,20007,4441,15672,54831,144865
2020,6020,0,0,16151,0,16151,0,0
2020,6020,0.007701759,258.3571429,16940,3617,15472,56111,196234
2010,2834,0.081193893,2.079062958,13056,1420,7349,2265,2685
2011,2834,0.116604624,3.256222548,13893,2224,7794,2420,2905
2012,2834,0.114075527,3.40556369,14190,2326,8044,2425,3270
2013,2834,0.077776489,2.945827233,15259,2012,8610,2911,2733
2014,2834,0.096346028,3.655929722,16671,2497,9209,2803,2925
2015,2834,0.046150179,1.41727672,9968,968,4911,1731,7361
2016,2834,0.319374759,7.269399707,10163,4965,5047,1691,2801
2017,2834,0.041902869,1.049780381,10561,717,5316,1793,3394
2018,2834,0.103829678,2.377745242,11127,1624,5606,1812,1832
2019,2834,0.055021162,1.465592972,11362,1001,5705,1896,3335
2020,2834,0.055047705,1.613469985,11673,1102,5553,2077,3736
2010,3841,0.136530078,3.960807065,7372.333,1317.61,4257.132,1205.377,1744.195
2011,3841,0.121854444,3.820676843,7828.904,1270.994,4518.398,1228.637,1563.313
2012,3841,0.102978292,3.516863964,7708.382,1169.927,4381.277,1249.549,2180.731
2013,3841,0.106428513,3.882882883,8054,1293,4589,1240,2608
2014,3841,0.095203664,3.558558559,8446,1185,4800,1187,2745
2015,3841,0.025913497,2.087087087,10282,695,5523,1692,1444
2016,3841,0.038145861,2.930930931,12483,976,7041,1958,1568
2017,3841,0.029151428,3.170028818,12093,1100,6881,1760,14199
2018,3841,0.005769516,0.896253602,15983,311,9612,2319,1253
2019,3841,0.023819183,3.553314121,17290,1233,10418,2346,620
2020,3841,0.016181589,2.394520548,17117,874,9875,2398,2937
2021,3841,0.038837114,5.731506849,20248,2092,11666,2497,2403
2010,4812,0.0115861,8.582491582,106800,2549,64792,11840,7213
2011,4812,0.010431266,8.094276094,110875,2404,65000,11822,13954
2012,4812,0.003885056,2.946127946,115846,875,69930,12598,3563
2013,4812,0.041944852,38.71043771,120550,11497,75663,12444,54129
2014,4812,0.041360847,22.7004717,127079,9625,77148,13997,11153
2015,4812,0.073082897,42.16745283,131620,17879,79063,13460,5070
2016,4812,0.053759522,30.95990566,125980,13127,74556,17513,2880
2017,4812,0.117059379,70.99292453,126034,30101,74649,23493,2079
2018,4812,0.058634062,36.1958042,130863,15528,75658,25859,3792
2019,4812,0.066037768,44.90675991,131868,19265,77142,26277,3815
2020,4812,0.056246663,41.49417249,128292,17801,77091,24650,23366
2010,9997,0,0,135256,0,135256,0,0
2010,9997,0.034836082,1620.875,135028,12967,24731,36143,45458
2011,9997,0,0,143688,0,143688,0,0
2011,9997,0.02611506,1281.75,143570,10254,22543,32946,44362
2012,9997,0,0,162463,0,162463,0,0
2012,9997,0.034679917,1853,162264,14824,29927,34562,52986
2013,9997,0,0,182150,0,182150,0,0
2013,9997,0.040162415,2434.5,182297,19476,38252,33323,56685
2014,9997,0,0,194673,0,194673,0,0
2014,9997,0.037766113,2484,194706,19872,38761,34418,70854
2015,9997,0,0,210821,0,210821,0,0
2015,9997,0.04360832,3010.375,210943,24083,46362,36075,78651
2016,9997,0,0,224527,0,224527,0,0
2016,9997,0.038775622,3009.25,223604,24074,45251,40397,94943
2017,9997,0,0,245075,0,245075,0,0
2017,9997,0.064008432,5617.5,242137,44940,35482,42326,122129
2018,9997,0,0,223215,0,223215,0,0
2018,9997,0.005681031,502.625,225382,4021,19800,51510,118849
2019,9997,0,0,328399,0,328399,0,0
2019,9997,0.09956477,10177.125,327223,81417,115545,53362,135215
2020,9997,0,0,286982,0,286982,0,0
2020,9997,0.04866612,5315.125,286256,42521,80612,55053,149144
2009,5731,0.071959349,31.35714286,49694,1317,13104,2020,2398
2010,5731,0.071544624,32.74358974,50272,1277,13653,2348,1613
2011,5731,-0.076913465,-36.20588235,50705,-1231,13532,2288,1658
2012,5731,-0.026270328,-12.97058824,45085,-441,11646,2704,2189
2013,5731,0.037964747,15.2,42410,532,10142,1308,3209
2014,5731,0.080820661,35.22857143,40339,1233,9703,1280,4072
2015,5731,0.066351061,28.03125,39528,897,9761,1162,3466
2016,5731,0.088625866,39.61290323,39403,1228,9911,1347,4114
2017,5731,0.076634225,35.71428571,42151,1000,10559,1049,3332
2018,5731,0.113479575,54.22222222,42879,1464,10731,1015,2184
2019,5731,0.098839074,59.26923077,43638,1541,10788,1149,2355
2020,5731,0.094299051,69.15384615,47262,1798,11334,1061,5625
2010,3826,0.060562942,61830,1927.118,185.49,1199.688,387.996,1031.609
2011,3826,0.057550642,59407.66667,2073.529,178.223,1298.889,398.674,813.115
2012,3826,0.047654865,54592.66667,2069.235,163.778,1288.662,398.739,921.073
2013,3826,0.022955096,25930,2132.694,77.79,1325.635,422.66,608.92
2014,3826,0.026590125,29615,2175.044,88.845,1338.284,377.64,697.635
2015,3826,0.030470624,37697.66667,2019.441,113.093,1253.518,391.485,790.477
2016,3826,0.007304239,9375,2068.172,28.125,1283.084,372.348,844
2017,3826,0.028609562,40749.66667,2160.153,122.249,1337.781,464.847,760.538
2018,3826,0.065159431,121871.3333,2289.415,365.614,1360.563,392.443,850.467
2019,3826,0.219591205,586225,2311.659,1758.675,1382.516,394.672,1120.298
2020,3826,0.293407776,1268755.667,2513.654,3806.267,1541.807,420.824,1000.672
2010,3721,0.048231605,0.653428176,64306,3307,13936,5707,10517
2011,3721,0.050233791,0.793914246,68735,4018,14318,6269,11272
2012,3721,0.04387149,0.770598696,81698,3900,14603,5972,13558
2013,3721,0.049480375,0.905947441,86623,4585,15379,6890,15258
2014,3721,0.0549003,1.076071923,90762,5446,16054,7919,13092
2015,3721,0.054825862,1.022722782,96114,5176,15671,8925,12052
2016,3721,0.054390702,0.967200158,94571,4895,15478,9260,10029
2017,3721,0.088776494,1.619640387,93392,8197,19184,10825,9992
2018,3721,0.08912823,2.06678522,101127,10460,21534,14364,8564
2019,3721,-0.004759588,-0.125666864,84818,-636,14978,12471,10030
2020,3721,-0.078042015,-2.345979056,58656,-11873,-279,10051,25590
2010,7363,0.051860149,452.5273973,3175.093,66.069,1249.58,423.175,315.137
2011,7363,0.114284103,1055.788732,3776.976,149.922,1540.864,493.327,279.336
2012,7363,0.151991897,1510.374101,4111.213,209.942,1697.386,512.852,287.635
2013,7363,0.16922761,1840.839416,4245.895,252.195,1770.164,551.905,275.764
2014,7363,0.185718527,2266.133333,4695.014,305.928,1972.04,657.676,287.119
2015,7363,0.21010241,2731.267176,5094.933,357.796,2167.744,704.64,224.577
2016,7363,0.193135321,2682.726563,5250.399,343.389,2223.754,703.228,260.201
2017,7363,0.155604368,2343.419355,5266.789,290.584,2227.742,732.405,294.753
2018,7363,0.228200664,3649.478992,5800.271,434.288,2474.258,794.446,276.579
